"geo","time","product","energy_consumption","share_energy_consumption"
"DE",2015,"Oil",326337.197,0.120661735256762
"DE",2015,"Gas",862643.7,0.31895869274845
"DE",2015,"Biofuels and renewable wastes",111260.361,0.0411380263940728
"DE",2015,"Non-renewable wastes",43481,0.016076907440923
"DE",2015,"Heat",184788,0.0683245457140655
"DE",2015,"Electricity",872017.2,0.322424502916052
"DE",2016,"Coal",298992.292,0.108472502946098
"DE",2016,"Oil",334571.538,0.121380427229829
"DE",2016,"Gas",889662.03,0.322763729207464
"DE",2016,"Biofuels and renewable wastes",116962.416,0.0424332210348178
"DE",2016,"Non-renewable wastes",47933,0.0173897877063511
"DE",2016,"Heat",191411,0.0694426940658913
"DE",2016,"Electricity",876855.6,0.318117637809549
"DE",2017,"Coal",295501.838,0.108229060851938
"DE",2017,"Oil",272569.374,0.099829928519838
"DE",2017,"Gas",931915.085,0.341318670387777
"DE",2017,"Biofuels and renewable wastes",116386.768,0.0426272495680126
"DE",2017,"Non-renewable wastes",47172,0.0172769864751489
"DE",2017,"Heat",186261,0.0682190447266961
"DE",2017,"Electricity",880531.2,0.322499059470589
"DE",2018,"Coal",274168.015,0.0996370617884951
"DE",2018,"Oil",340443.034,0.123722468553163
"DE",2018,"Gas",886050.324,0.322004924170692
"DE",2018,"Biofuels and renewable wastes",116112.228,0.0421970492642471
"DE",2018,"Non-renewable wastes",52855,0.0192083562367073
"DE",2018,"Wind, solar, geothermal, etc.",9,3.27074460562606e-06
"DE",2018,"Heat",206729,0.0751286401751634
"DE",2018,"Electricity",875300.4,0.318098229066926
"DE",2019,"Coal",257811.39,0.0961978029896221
"DE",2019,"Oil",340349.013,0.126995270846204
"DE",2019,"Gas",876752.229,0.327144732418742
"DE",2019,"Biofuels and renewable wastes",115287.653,0.0430175677282137
"DE",2019,"Non-renewable wastes",53482,0.019955871226213
"DE",2019,"Wind, solar, geothermal, etc.",5,1.86566239353549e-06
"DE",2019,"Heat",192864,0.0719638223733656
"DE",2019,"Electricity",843462,0.314723066755246
"DE",2020,"Coal",255214.375,0.0968440319090701
"DE",2020,"Oil",331620.87,0.125837355815062
"DE",2020,"Gas",897339.731,0.340505888597538
"DE",2020,"Biofuels and renewable wastes",116066.624,0.0440428163117146
"DE",2020,"Non-renewable wastes",54399,0.0206423266394046
"DE",2020,"Wind, solar, geothermal, etc.",19,7.20976867495153e-06
"DE",2020,"Heat",180651,0.0685501010999299
"DE",2020,"Electricity",800002.8,0.303570269858606
"DE",2021,"Coal",236145.862,0.0878983406621908
"DE",2021,"Oil",342917.335,0.127640876175085
"DE",2021,"Gas",916511.793,0.341144516019634
"DE",2021,"Biofuels and renewable wastes",119140.704,0.0443466173755153
"DE",2021,"Non-renewable wastes",54191,0.0201710033725883
"DE",2021,"Wind, solar, geothermal, etc.",6,2.23332324990367e-06
"DE",2021,"Heat",190779,0.0710118627155622
"DE",2021,"Electricity",826887.6,0.307784550356175
