"geo","time","sector","energy_consumption"
"IT",2020,"Wood and wood products",20163.872
"IT",2021,"Basic metals",179372.693
"IT",2021,"Chemical and petrochem.",172296.442
"IT",2021,"Coke and ref. pet. products",221519.493
"IT",2021,"Construction",37704.972
"IT",2021,"Food, bev. and tobacco",140680.011
"IT",2021,"Machinery",140386.049
"IT",2021,"Mining and quarrying",14329.182
"IT",2021,"Non-metallic minerals",198019.939
"IT",2021,"Other manufacturing",121070.491
"IT",2021,"Paper, pulp and printing",137530.079
"IT",2021,"Textile and leather",43358.212
"IT",2021,"Transport equipment",31054.755
"IT",2021,"Wood and wood products",25854.886
