"geo","time","mode","energy_consumption"
"CZ",2012,"Navigation",214.79
"CZ",2012,"Rail",9188.522
"CZ",2012,"Road",230315.012
"CZ",2013,"Navigation",85.924
"CZ",2013,"Rail",9034.92
"CZ",2013,"Road",228535.177
"CZ",2014,"Navigation",128.973
"CZ",2014,"Rail",8989.46
"CZ",2014,"Road",237525.314
"CZ",2015,"Navigation",128.829
"CZ",2015,"Rail",9060.535
"CZ",2015,"Road",247165.628
"CZ",2016,"Navigation",171.828
"CZ",2016,"Rail",9174.371
"CZ",2016,"Road",257206.792
