"geo","time","sector","GVA"
"DE",2014,"Basic metals",21359.3
"DE",2014,"Chemical and petrochem.",62504.3
"DE",2014,"Coke and ref. pet. products",8154.2
"DE",2014,"Construction",97393.2
"DE",2014,"Food, bev. and tobacco",35086.5
"DE",2014,"Machinery",216702.5
"DE",2014,"Mining and quarrying",4191
"DE",2014,"Non-metallic minerals",42676.9
"DE",2014,"Other manufacturing",21415.3
"DE",2014,"Paper, pulp and printing",18499.7
"DE",2014,"Textile and leather",7223.2
"DE",2014,"Transport equipment",121302.3
"DE",2014,"Wood and wood products",5598.7
"DE",2015,"Basic metals",21030.9
"DE",2015,"Chemical and petrochem.",63331.6
"DE",2015,"Coke and ref. pet. products",6370.7
"DE",2015,"Construction",94831.3
"DE",2015,"Food, bev. and tobacco",38267.5
"DE",2015,"Machinery",218649.2
"DE",2015,"Mining and quarrying",4436.4
"DE",2015,"Non-metallic minerals",42827.8
"DE",2015,"Other manufacturing",21675.1
"DE",2015,"Paper, pulp and printing",18745.1
"DE",2015,"Textile and leather",6681.7
"DE",2015,"Transport equipment",121423.7
"DE",2015,"Wood and wood products",6239.5
"DE",2016,"Basic metals",20979.5
"DE",2016,"Chemical and petrochem.",66170.5
"DE",2016,"Coke and ref. pet. products",6238.4
"DE",2016,"Construction",96464.3
"DE",2016,"Food, bev. and tobacco",39380.6
"DE",2016,"Machinery",225973.1
"DE",2016,"Mining and quarrying",4307.9
"DE",2016,"Non-metallic minerals",44539.4
"DE",2016,"Other manufacturing",21433.7
"DE",2016,"Paper, pulp and printing",18871.6
"DE",2016,"Textile and leather",6756.5
"DE",2016,"Transport equipment",132190.1
"DE",2016,"Wood and wood products",6084.7
"DE",2017,"Basic metals",21104.3
"DE",2017,"Chemical and petrochem.",65835.7
"DE",2017,"Coke and ref. pet. products",6560
"DE",2017,"Construction",97559.4
"DE",2017,"Food, bev. and tobacco",39321.2
"DE",2017,"Machinery",233805.3
"DE",2017,"Mining and quarrying",4433.8
"DE",2017,"Non-metallic minerals",45978.1
"DE",2017,"Other manufacturing",23503
"DE",2017,"Paper, pulp and printing",19371.7
"DE",2017,"Textile and leather",7080.5
"DE",2017,"Transport equipment",140913.2
"DE",2017,"Wood and wood products",6068.6
"DE",2018,"Basic metals",22062
"DE",2018,"Chemical and petrochem.",63839.6
"DE",2018,"Coke and ref. pet. products",6773.7
"DE",2018,"Construction",99818.3
"DE",2018,"Food, bev. and tobacco",39325.2
"DE",2018,"Machinery",243104.8
"DE",2018,"Mining and quarrying",4163.7
"DE",2018,"Non-metallic minerals",47688
"DE",2018,"Other manufacturing",22477.5
"DE",2018,"Paper, pulp and printing",19053.1
"DE",2018,"Textile and leather",7540.5
"DE",2018,"Transport equipment",141063.7
"DE",2018,"Wood and wood products",5760.2
"DE",2019,"Basic metals",20957.5
"DE",2019,"Chemical and petrochem.",65826.2
"DE",2019,"Coke and ref. pet. products",6056.3
"DE",2019,"Construction",96278.5
"DE",2019,"Food, bev. and tobacco",39578.7
"DE",2019,"Machinery",238713.6
"DE",2019,"Mining and quarrying",4320
"DE",2019,"Non-metallic minerals",46483.2
"DE",2019,"Other manufacturing",23197.2
"DE",2019,"Paper, pulp and printing",18815.6
"DE",2019,"Textile and leather",6969.6
"DE",2019,"Transport equipment",135976.6
"DE",2019,"Wood and wood products",5974.3
"DE",2020,"Basic metals",18348.3
"DE",2020,"Chemical and petrochem.",66057.4
"DE",2020,"Coke and ref. pet. products",3769.9
"DE",2020,"Construction",97784.3
"DE",2020,"Food, bev. and tobacco",39614.4
"DE",2020,"Machinery",220030.1
"DE",2020,"Mining and quarrying",4343.5
"DE",2020,"Non-metallic minerals",43394.2
"DE",2020,"Other manufacturing",22992.6
"DE",2020,"Paper, pulp and printing",18510.1
"DE",2020,"Textile and leather",6125
"DE",2020,"Transport equipment",113197
"DE",2020,"Wood and wood products",6731.6
"DE",2021,"Basic metals",16045.6
"DE",2021,"Chemical and petrochem.",71647.3
"DE",2021,"Coke and ref. pet. products",746.4
"DE",2021,"Construction",94547.7
"DE",2021,"Food, bev. and tobacco",39697.6
"DE",2021,"Machinery",243825.6
"DE",2021,"Mining and quarrying",4182.8
"DE",2021,"Non-metallic minerals",48881.6
"DE",2021,"Other manufacturing",24376.7
"DE",2021,"Paper, pulp and printing",18448.7
"DE",2021,"Textile and leather",7106.8
"DE",2021,"Transport equipment",137008.2
"DE",2021,"Wood and wood products",4745.8
