"geo","time","sector","GVA"
"IT",2010,"Chemical and petrochem.",18152.4
"IT",2010,"Coke and ref. pet. products",2112.7
"IT",2010,"Construction",80291.7
"IT",2010,"Food, bev. and tobacco",24650.6
"IT",2010,"Machinery",78431.5
"IT",2010,"Mining and quarrying",4441.9
"IT",2010,"Non-metallic minerals",21662.4
"IT",2010,"Other manufacturing",12400.2
"IT",2010,"Paper, pulp and printing",9698.8
"IT",2010,"Textile and leather",23249.8
"IT",2010,"Transport equipment",17201.9
"IT",2010,"Wood and wood products",5861
"IT",2011,"Basic metals",7844
"IT",2011,"Chemical and petrochem.",17480.5
"IT",2011,"Coke and ref. pet. products",2547.7
"IT",2011,"Construction",77242.1
"IT",2011,"Food, bev. and tobacco",25931.9
"IT",2011,"Machinery",80037.1
"IT",2011,"Mining and quarrying",5129.1
"IT",2011,"Non-metallic minerals",21491.8
"IT",2011,"Other manufacturing",12621
"IT",2011,"Paper, pulp and printing",10017.3
"IT",2011,"Textile and leather",24122.2
"IT",2011,"Transport equipment",17785.6
"IT",2011,"Wood and wood products",5888.3
"IT",2012,"Basic metals",8970.9
"IT",2012,"Chemical and petrochem.",17827.2
"IT",2012,"Coke and ref. pet. products",2240.3
"IT",2012,"Construction",70641.4
"IT",2012,"Food, bev. and tobacco",25523
"IT",2012,"Machinery",76487.1
"IT",2012,"Mining and quarrying",5222.8
"IT",2012,"Non-metallic minerals",20311.8
"IT",2012,"Other manufacturing",10983.4
"IT",2012,"Paper, pulp and printing",9971.4
"IT",2012,"Textile and leather",23066.2
"IT",2012,"Transport equipment",15700.3
"IT",2012,"Wood and wood products",5152.4
"IT",2013,"Basic metals",9430.6
"IT",2013,"Chemical and petrochem.",18219.4
"IT",2013,"Coke and ref. pet. products",1764.2
"IT",2013,"Construction",65597.4
"IT",2013,"Food, bev. and tobacco",24957.4
"IT",2013,"Machinery",75388
"IT",2013,"Mining and quarrying",5303.2
"IT",2013,"Non-metallic minerals",19472.8
"IT",2013,"Other manufacturing",11035.1
"IT",2013,"Paper, pulp and printing",9541.6
"IT",2013,"Textile and leather",23484.9
"IT",2013,"Transport equipment",15980.8
"IT",2013,"Wood and wood products",4741.2
"IT",2014,"Basic metals",10252.2
"IT",2014,"Chemical and petrochem.",17782.9
"IT",2014,"Coke and ref. pet. products",665.1
"IT",2014,"Construction",60196.7
"IT",2014,"Food, bev. and tobacco",24466.8
"IT",2014,"Machinery",75435.7
"IT",2014,"Mining and quarrying",5689.5
"IT",2014,"Non-metallic minerals",19385.1
"IT",2014,"Other manufacturing",11440.2
"IT",2014,"Paper, pulp and printing",9553.3
"IT",2014,"Textile and leather",23520.9
"IT",2014,"Transport equipment",17576.6
"IT",2014,"Wood and wood products",4560.6
"IT",2015,"Basic metals",10436.3
"IT",2015,"Chemical and petrochem.",19079.9
"IT",2015,"Coke and ref. pet. products",4113.4
"IT",2015,"Construction",58940.7
"IT",2015,"Food, bev. and tobacco",26010.1
"IT",2015,"Machinery",74612.7
"IT",2015,"Mining and quarrying",5268.2
"IT",2015,"Non-metallic minerals",19250.9
"IT",2015,"Other manufacturing",11805.2
"IT",2015,"Paper, pulp and printing",9166.6
"IT",2015,"Textile and leather",23403.8
"IT",2015,"Transport equipment",18643.3
"IT",2015,"Wood and wood products",4458
"IT",2016,"Basic metals",11541.8
"IT",2016,"Chemical and petrochem.",19337.5
"IT",2016,"Coke and ref. pet. products",2535.8
"IT",2016,"Construction",59246.6
"IT",2016,"Food, bev. and tobacco",25886.5
"IT",2016,"Machinery",74819.2
"IT",2016,"Mining and quarrying",7756.7
"IT",2016,"Non-metallic minerals",19594.9
"IT",2016,"Other manufacturing",11919.4
"IT",2016,"Paper, pulp and printing",9820.7
"IT",2016,"Textile and leather",22933.1
"IT",2016,"Transport equipment",22249.7
"IT",2016,"Wood and wood products",4513.3
"IT",2017,"Basic metals",11619.6
"IT",2017,"Chemical and petrochem.",19938.1
"IT",2017,"Coke and ref. pet. products",1470.3
"IT",2017,"Construction",59786.1
"IT",2017,"Food, bev. and tobacco",27175.5
"IT",2017,"Machinery",78057.4
"IT",2017,"Mining and quarrying",8075
"IT",2017,"Non-metallic minerals",20528.6
"IT",2017,"Other manufacturing",12278.3
"IT",2017,"Paper, pulp and printing",9950.8
"IT",2017,"Textile and leather",24287.6
"IT",2017,"Transport equipment",23956.1
"IT",2017,"Wood and wood products",4359.1
"IT",2018,"Basic metals",9492.9
"IT",2018,"Chemical and petrochem.",20138
"IT",2018,"Coke and ref. pet. products",644.8
"IT",2018,"Construction",60451.7
"IT",2018,"Food, bev. and tobacco",27486.3
"IT",2018,"Machinery",80872.1
"IT",2018,"Mining and quarrying",7832.1
"IT",2018,"Non-metallic minerals",21345.2
"IT",2018,"Other manufacturing",12688
"IT",2018,"Paper, pulp and printing",9929.9
